ID or #		Start	End	Type	Contig
gene4368		4326008	4328860	complete	NODE_3_length_470369_cov_9.494788:144209-141357
gene4369		4329014	4332391	complete	NODE_3_length_470369_cov_9.494788:141203-137826
gene4370		4332404	4332727	complete	NODE_3_length_470369_cov_9.494788:137813-137490
gene4371		4332712	4333119	complete	NODE_3_length_470369_cov_9.494788:137505-137098
gene4372		4333116	4333673	complete	NODE_3_length_470369_cov_9.494788:137101-136544
gene4373		4333670	4334221	complete	NODE_3_length_470369_cov_9.494788:136547-135996
gene4374		4334407	4335201	complete	NODE_3_length_470369_cov_9.494788:135810-135016
gene4375		4335208	4336083	complete	NODE_3_length_470369_cov_9.494788:135009-134134
gene4376		4336329	4338575	complete	NODE_3_length_470369_cov_9.494788:133888-131642
gene4377		4338588	4339118	complete	NODE_3_length_470369_cov_9.494788:131629-131099
gene4378		4339572	4339715	complete	NODE_3_length_470369_cov_9.494788:130645-130502
gene4379		4339801	4340496	complete	NODE_3_length_470369_cov_9.494788:130416-129721
gene4380		4340560	4341273	complete	NODE_3_length_470369_cov_9.494788:129657-128944
gene4381		4341397	4341615	complete	NODE_3_length_470369_cov_9.494788:128820-128602
gene4382		4341836	4342876	complete	NODE_3_length_470369_cov_9.494788:128381-127341
gene4383		4342979	4344172	complete	NODE_3_length_470369_cov_9.494788:127238-126045
gene4384		4344165	4346324	complete	NODE_3_length_470369_cov_9.494788:126052-123893
gene4385		4346588	4346851	complete	NODE_3_length_470369_cov_9.494788:123629-123366
gene4386		4346945	4347961	complete	NODE_3_length_470369_cov_9.494788:123272-122256
gene4387		4347922	4348401	complete	NODE_3_length_470369_cov_9.494788:122295-121816
gene4388		4348398	4349171	complete	NODE_3_length_470369_cov_9.494788:121819-121046
gene4389		4349239	4350666	complete	NODE_3_length_470369_cov_9.494788:120978-119551
gene4390		4350674	4352011	complete	NODE_3_length_470369_cov_9.494788:119543-118206
gene4391		4352311	4353312	complete	NODE_3_length_470369_cov_9.494788:117906-116905
gene4392		4353305	4354567	complete	NODE_3_length_470369_cov_9.494788:116912-115650
gene4393		4354704	4355630	complete	NODE_3_length_470369_cov_9.494788:115513-114587
gene4394		4355596	4356309	complete	NODE_3_length_470369_cov_9.494788:114621-113908
gene4395		4356449	4356775	complete	NODE_3_length_470369_cov_9.494788:113768-113442
gene4396		4357228	4358118	complete	NODE_3_length_470369_cov_9.494788:112989-112099
gene4397		4358111	4359013	complete	NODE_3_length_470369_cov_9.494788:112106-111204
gene4398		4359026	4360153	complete	NODE_3_length_470369_cov_9.494788:111191-110064
gene4399		4360170	4361456	complete	NODE_3_length_470369_cov_9.494788:110047-108761
gene4400		4361516	4362859	complete	NODE_3_length_470369_cov_9.494788:108701-107358
gene4401		4362981	4364414	complete	NODE_3_length_470369_cov_9.494788:107236-105803
gene4402		4364434	4365675	complete	NODE_3_length_470369_cov_9.494788:105783-104542
gene4403		4365688	4365822	complete	NODE_3_length_470369_cov_9.494788:104529-104395
gene4404		4365917	4366912	complete	NODE_3_length_470369_cov_9.494788:104300-103305
gene4405		4366909	4368345	complete	NODE_3_length_470369_cov_9.494788:103308-101872
gene4406		4368625	4369386	complete	NODE_3_length_470369_cov_9.494788:101592-100831
gene4407		4369597	4369728	complete	NODE_3_length_470369_cov_9.494788:100620-100489
gene4408		4369872	4371047	complete	NODE_3_length_470369_cov_9.494788:100345-99170
gene4409		4371183	4371878	complete	NODE_3_length_470369_cov_9.494788:99034-98339
gene4410		4372127	4373305	complete	NODE_3_length_470369_cov_9.494788:98090-96912
gene4411		4373424	4374293	complete	NODE_3_length_470369_cov_9.494788:96793-95924
gene4412		4374396	4374857	complete	NODE_3_length_470369_cov_9.494788:95821-95360
gene4413		4375095	4376210	complete	NODE_3_length_470369_cov_9.494788:95122-94007
gene4414		4376329	4377207	complete	NODE_3_length_470369_cov_9.494788:93888-93010
gene4415		4377590	4378294	complete	NODE_3_length_470369_cov_9.494788:92627-91923
gene4416		4378312	4378884	complete	NODE_3_length_470369_cov_9.494788:91905-91333
gene4417		4379028	4379744	complete	NODE_3_length_470369_cov_9.494788:91189-90473
gene4418		4379779	4380414	complete	NODE_3_length_470369_cov_9.494788:90438-89803
gene4419		4380428	4381423	complete	NODE_3_length_470369_cov_9.494788:89789-88794
gene4420		4381414	4383900	complete	NODE_3_length_470369_cov_9.494788:88803-86317
gene4421		4383912	4384637	complete	NODE_3_length_470369_cov_9.494788:86305-85580
gene4422		4384709	4385317	complete	NODE_3_length_470369_cov_9.494788:85508-84900
gene4423		4386023	4386232	complete	NODE_3_length_470369_cov_9.494788:84194-83985
gene4424		4386328	4387224	complete	NODE_3_length_470369_cov_9.494788:83889-82993
gene4425		4387306	4387812	complete	NODE_3_length_470369_cov_9.494788:82911-82405
gene4426		4387809	4388765	partial	NODE_3_length_470369_cov_9.494788:82408-81429
gene4440		4400891	4401163	complete	NODE_3_length_470369_cov_9.494788:64143-63871
gene4441		4401170	4402195	complete	NODE_3_length_470369_cov_9.494788:63864-62839
gene4442		4402208	4404145	partial	NODE_3_length_470369_cov_9.494788:62826-61918,NODE_3_length_470369_cov_9.494788:61003-60889
gene4443		4404142	4405590	complete	NODE_3_length_470369_cov_9.494788:60892-59444
gene4444		4405653	4405952	complete	NODE_3_length_470369_cov_9.494788:59177-58878
gene4445		4406137	4407690	complete	NODE_3_length_470369_cov_9.494788:58693-57140
gene4446		4408163	4408585	partial	NODE_3_length_470369_cov_9.494788:56662-56241
gene4447		4408595	4409887	complete	NODE_3_length_470369_cov_9.494788:56231-54939
gene4455		4414399	4415202	partial	NODE_3_length_470369_cov_9.494788:49814-49216
gene4456		4415566	4416495	complete	NODE_3_length_470369_cov_9.494788:48855-47926
gene4457		4416625	4418013	complete	NODE_3_length_470369_cov_9.494788:47796-46408
gene4458		4418181	4418254	complete	NODE_3_length_470369_cov_9.494788:39652-39579
gene4459		4418335	4419048	complete	NODE_3_length_470369_cov_9.494788:39498-38785
gene4471		4428902	4429561	complete	NODE_3_length_470369_cov_9.494788:28933-28274
gene4480		4436942	4439815	complete	NODE_3_length_470369_cov_9.494788:20698-17825
gene4481		4440022	4440411	complete	NODE_3_length_470369_cov_9.494788:17618-17229
gene4482		4440436	4441530	complete	NODE_3_length_470369_cov_9.494788:17204-16110
gene4496		4453726	4454805	complete	NODE_3_length_470369_cov_9.494788:3920-2841
gene4497		4454903	4456066	complete	NODE_3_length_470369_cov_9.494788:2743-1580
gene4498		4456106	4457134	complete	NODE_3_length_470369_cov_9.494788:1540-512
gene4499		4457520	4459511	partial	NODE_3_length_470369_cov_9.494788:127-1,NODE_41_length_1953_cov_14.457831:1953-1,NODE_8_length_247549_cov_9.773464:1-166
gene4517		4476822	4477742	complete	NODE_8_length_247549_cov_9.773464:2983-3903
gene4518		4477976	4479874	complete	NODE_8_length_247549_cov_9.773464:4137-6035
gene4519		4480476	4480646	complete	NODE_8_length_247549_cov_9.773464:6637-6807
gene4520		4480794	4481948	complete	NODE_8_length_247549_cov_9.773464:6955-8109
gene4530		4489111	4490091	complete	NODE_8_length_247549_cov_9.773464:15265-16245
gene4531		4490108	4490809	complete	NODE_8_length_247549_cov_9.773464:16262-16963
gene4532		4490878	4491396	complete	NODE_8_length_247549_cov_9.773464:17032-17550
gene4533		4491393	4491683	complete	NODE_8_length_247549_cov_9.773464:17547-17837
gene4534		4491696	4492289	complete	NODE_8_length_247549_cov_9.773464:17850-18443
gene4535		4492282	4493418	complete	NODE_8_length_247549_cov_9.773464:18436-19572
gene4536		4493459	4494178	complete	NODE_8_length_247549_cov_9.773464:19613-20332
gene4537		4494229	4494555	complete	NODE_8_length_247549_cov_9.773464:20383-20709
gene4538		4494555	4495274	complete	NODE_8_length_247549_cov_9.773464:20709-21428
gene4539		4495411	4496469	complete	NODE_8_length_247549_cov_9.773464:21565-22623
gene4540		4496498	4496773	complete	NODE_8_length_247549_cov_9.773464:22652-22927
gene4543		4498097	4499350	complete	NODE_8_length_247549_cov_9.773464:24250-25503
gene4544		4499394	4501532	complete	NODE_8_length_247549_cov_9.773464:25547-27685
gene4545		4501952	4502665	complete	NODE_8_length_247549_cov_9.773464:28105-28818
gene4546		4502771	4502846	complete	NODE_8_length_247549_cov_9.773464:28924-28999
gene4613		4562338	4563714	complete	NODE_8_length_247549_cov_9.773464:29680-31056
gene4614		4563725	4564873	complete	NODE_8_length_247549_cov_9.773464:31067-32215
gene4615		4564874	4565785	complete	NODE_8_length_247549_cov_9.773464:32216-33127
gene4616		4565883	4566485	complete	NODE_8_length_247549_cov_9.773464:33225-33827
gene4617		4566572	4566916	complete	NODE_8_length_247549_cov_9.773464:33914-34258
gene4618		4567116	4567304	complete	NODE_8_length_247549_cov_9.773464:34458-34646
gene4619		4567481	4568662	complete	NODE_8_length_247549_cov_9.773464:34823-36004
gene4620		4568808	4570517	complete	NODE_8_length_247549_cov_9.773464:36150-37859
gene4621		4570750	4570872	complete	NODE_8_length_247549_cov_9.773464:38092-38214
gene4622		4570893	4571453	complete	NODE_8_length_247549_cov_9.773464:38235-38795
gene4623		4571501	4572367	complete	NODE_8_length_247549_cov_9.773464:38843-39709
gene4624		4572440	4572727	complete	NODE_8_length_247549_cov_9.773464:39782-40069
gene4625		4572806	4573693	complete	NODE_8_length_247549_cov_9.773464:40148-41035
gene4626		4573815	4574309	complete	NODE_8_length_247549_cov_9.773464:41157-41651
gene4629		4577576	4578001	partial	NODE_8_length_247549_cov_9.773464:41821-42239
gene4630		4578008	4578739	complete	NODE_8_length_247549_cov_9.773464:42246-42977
gene4631		4578732	4578947	complete	NODE_8_length_247549_cov_9.773464:42970-43185
gene4632		4578990	4580177	complete	NODE_8_length_247549_cov_9.773464:43228-44415
gene4633		4580309	4580968	complete	NODE_8_length_247549_cov_9.773464:44547-45206
gene4635		4582115	4583278	partial	NODE_8_length_247549_cov_9.773464:47348-47515
gene4636		4583424	4584251	partial	NODE_8_length_247549_cov_9.773464:47661-48415
gene4638		4584814	4587144	partial	NODE_8_length_247549_cov_9.773464:48648-50848
gene4639		4587178	4588590	complete	NODE_8_length_247549_cov_9.773464:50882-52294
gene4640		4588674	4589411	complete	NODE_8_length_247549_cov_9.773464:52378-53115
gene4641		4589603	4591861	complete	NODE_8_length_247549_cov_9.773464:53307-55565
gene4642		4591983	4592852	complete	NODE_8_length_247549_cov_9.773464:55687-56556
gene4643		4592930	4593325	complete	NODE_8_length_247549_cov_9.773464:56634-57029
gene4644		4593476	4594135	complete	NODE_8_length_247549_cov_9.773464:57180-57839
gene4645		4594132	4595481	complete	NODE_8_length_247549_cov_9.773464:57836-59185
gene4646		4595588	4596169	complete	NODE_8_length_247549_cov_9.773464:59292-59873
gene4647		4596250	4596564	complete	NODE_8_length_247549_cov_9.773464:59954-60268
gene4648		4596637	4598532	complete	NODE_8_length_247549_cov_9.773464:60341-62236
gene4649		4598563	4599138	complete	NODE_8_length_247549_cov_9.773464:62267-62842
gene4650		4599138	4599965	complete	NODE_8_length_247549_cov_9.773464:62842-63669
gene4651		4599990	4600412	complete	NODE_8_length_247549_cov_9.773464:63694-64116
gene4652		4600409	4601041	complete	NODE_8_length_247549_cov_9.773464:64113-64745
gene4653		4601238	4602707	complete	NODE_8_length_247549_cov_9.773464:64942-66411
gene4654		4602875	4603546	complete	NODE_8_length_247549_cov_9.773464:66579-67250
gene4655		4603552	4604712	complete	NODE_8_length_247549_cov_9.773464:67256-68416
gene4656		4604757	4605548	complete	NODE_8_length_247549_cov_9.773464:68461-69252
gene4657		4605735	4606505	complete	NODE_8_length_247549_cov_9.773464:69439-70209
gene4658		4606567	4607220	complete	NODE_8_length_247549_cov_9.773464:70271-70924
gene4659		4607598	4607870	complete	NODE_8_length_247549_cov_9.773464:71302-71574
gene4660		4607906	4608103	complete	NODE_8_length_247549_cov_9.773464:71610-71807
gene4661		4608095	4608244	complete	NODE_8_length_247549_cov_9.773464:71799-71948
gene4662		4608322	4609755	complete	NODE_8_length_247549_cov_9.773464:72026-73459
gene4663		4609814	4612651	complete	NODE_8_length_247549_cov_9.773464:73518-76355
gene4664		4612672	4613970	complete	NODE_8_length_247549_cov_9.773464:76376-77674
gene4665		4614185	4614805	complete	NODE_8_length_247549_cov_9.773464:77889-78509
gene4666		4614867	4616108	complete	NODE_8_length_247549_cov_9.773464:78571-79812
gene4667		4616120	4616998	complete	NODE_8_length_247549_cov_9.773464:79824-80702
gene4668		4617139	4617522	complete	NODE_8_length_247549_cov_9.773464:80843-81226
gene4669		4617630	4618247	complete	NODE_8_length_247549_cov_9.773464:81334-81951
gene4670		4618379	4618498	complete	NODE_8_length_247549_cov_9.773464:82083-82202
gene4671		4618509	4618655	complete	NODE_8_length_247549_cov_9.773464:82213-82359
gene4672		4618645	4619469	complete	NODE_8_length_247549_cov_9.773464:82349-83173
gene4673		4619479	4619781	complete	NODE_8_length_247549_cov_9.773464:83183-83485
gene4674		4619791	4620111	complete	NODE_8_length_247549_cov_9.773464:83495-83815
gene4675		4620104	4621807	complete	NODE_8_length_247549_cov_9.773464:83808-85511
gene4676		4621817	4622293	complete	NODE_8_length_247549_cov_9.773464:85521-85997
gene4677		4622295	4622969	complete	NODE_8_length_247549_cov_9.773464:85999-86673
gene4678		4622978	4623595	complete	NODE_8_length_247549_cov_9.773464:86682-87299
gene4679		4623749	4625356	complete	NODE_8_length_247549_cov_9.773464:87453-89060
gene4680		4625401	4626414	complete	NODE_8_length_247549_cov_9.773464:89105-90118
gene4681		4626652	4626867	complete	NODE_8_length_247549_cov_9.773464:90356-90571
gene4682		4626979	4628724	complete	NODE_8_length_247549_cov_9.773464:90683-92428
gene4683		4628943	4630784	complete	NODE_8_length_247549_cov_9.773464:92647-94488
gene4684		4630884	4631390	complete	NODE_8_length_247549_cov_9.773464:94588-95094
gene4685		4631515	4631590	complete	NODE_8_length_247549_cov_9.773464:95219-95301
gene4686		4632126	4632398	complete	NODE_8_length_247549_cov_9.773464:98219-98491
gene4687		4632467	4632832	complete	NODE_8_length_247549_cov_9.773464:98560-98925
gene4688		4633134	4633748	complete	NODE_8_length_247549_cov_9.773464:99227-99841
gene4689		4633753	4636995	complete	NODE_8_length_247549_cov_9.773464:99846-103088
gene4690		4637086	4637757	complete	NODE_8_length_247549_cov_9.773464:103179-103850
gene4691		4637998	4638573	complete	NODE_8_length_247549_cov_9.773464:104091-104666
gene4692		4638600	4638905	complete	NODE_8_length_247549_cov_9.773464:104693-104998
gene4693		4638957	4639760	complete	NODE_8_length_247549_cov_9.773464:105050-105853
gene4694		4639814	4641637	complete	NODE_8_length_247549_cov_9.773464:105907-107730
gene4695		4641650	4642075	complete	NODE_8_length_247549_cov_9.773464:107743-108168
gene4696		4642078	4642662	complete	NODE_8_length_247549_cov_9.773464:108171-108755
gene4697		4642675	4644342	complete	NODE_8_length_247549_cov_9.773464:108768-110435
gene4698		4644636	4645184	complete	NODE_8_length_247549_cov_9.773464:110729-111277
gene4699		4645206	4646369	complete	NODE_8_length_247549_cov_9.773464:111299-112462
gene4700		4646390	4646743	complete	NODE_8_length_247549_cov_9.773464:112483-112836
gene4701		4646744	4647274	complete	NODE_8_length_247549_cov_9.773464:112837-113367
gene4702		4647252	4649177	complete	NODE_8_length_247549_cov_9.773464:113345-115270
gene4703		4649279	4650376	complete	NODE_8_length_247549_cov_9.773464:115372-116469
gene4704		4650646	4650831	complete	NODE_8_length_247549_cov_9.773464:116739-116924
gene4705		4650987	4652057	complete	NODE_8_length_247549_cov_9.773464:117080-118150
gene4706		4652068	4652700	complete	NODE_8_length_247549_cov_9.773464:118161-118793
gene4707		4652711	4654132	complete	NODE_8_length_247549_cov_9.773464:118804-120225
gene4708		4654208	4655857	complete	NODE_8_length_247549_cov_9.773464:120301-121950
gene4709		4656013	4656789	complete	NODE_8_length_247549_cov_9.773464:122106-122882
gene4710		4656944	4657060	complete	NODE_8_length_247549_cov_9.773464:123037-123153
gene4711		4657027	4657581	complete	NODE_8_length_247549_cov_9.773464:123120-123674
gene4712		4657839	4659218	complete	NODE_8_length_247549_cov_9.773464:123932-125311
gene4713		4659265	4659561	complete	NODE_8_length_247549_cov_9.773464:125358-125654
gene4714		4659558	4660445	complete	NODE_8_length_247549_cov_9.773464:125651-126538
gene4715		4660457	4661458	complete	NODE_8_length_247549_cov_9.773464:126550-127551
gene4716		4661460	4662458	complete	NODE_8_length_247549_cov_9.773464:127553-128551
gene4717		4662459	4663493	complete	NODE_8_length_247549_cov_9.773464:128552-129586
gene4718		4663490	4664977	complete	NODE_8_length_247549_cov_9.773464:129583-131070
gene4719		4665196	4666167	complete	NODE_8_length_247549_cov_9.773464:131289-132260
gene4720		4666205	4667803	partial	NODE_8_length_247549_cov_9.773464:132298-133943
gene4721		4667987	4670008	complete	NODE_8_length_247549_cov_9.773464:134253-136274
gene4722		4670117	4671247	complete	NODE_8_length_247549_cov_9.773464:136497-137627
gene4725		4672706	4673206	partial	NODE_8_length_247549_cov_9.773464:141932-142372
gene4726		4673280	4674269	complete	NODE_8_length_247549_cov_9.773464:142446-143435
gene4727		4674541	4675512	complete	NODE_8_length_247549_cov_9.773464:143707-144678
gene4728		4675779	4677026	complete	NODE_8_length_247549_cov_9.773464:144910-146157
gene4729		4677042	4677596	complete	NODE_8_length_247549_cov_9.773464:146173-146727
gene4730		4677726	4679213	complete	NODE_8_length_247549_cov_9.773464:146857-148344
gene4731		4679232	4680644	complete	NODE_8_length_247549_cov_9.773464:148363-149775
gene4732		4681125	4682426	complete	NODE_8_length_247549_cov_9.773464:150258-151559
gene4748		4691308	4691772	partial	NODE_8_length_247549_cov_9.773464:160450-160900
gene4774		4716077	4717117	partial	NODE_8_length_247549_cov_9.773464:172001-172397
gene4785		4724944	4726875	partial	NODE_8_length_247549_cov_9.773464:181456-182798
gene4786		4727053	4727937	complete	NODE_8_length_247549_cov_9.773464:182976-183860
gene4787		4728046	4730181	complete	NODE_8_length_247549_cov_9.773464:183969-186104
gene4788		4730140	4730352	complete	NODE_8_length_247549_cov_9.773464:186063-186275
gene4789		4730424	4730693	complete	NODE_8_length_247549_cov_9.773464:186347-186616
gene4790		4730842	4731786	complete	NODE_8_length_247549_cov_9.773464:186765-187709
gene4791		4731786	4732187	complete	NODE_8_length_247549_cov_9.773464:187709-188110
gene4792		4732290	4734980	complete	NODE_8_length_247549_cov_9.773464:188213-190903
gene4793		4735005	4736492	complete	NODE_8_length_247549_cov_9.773464:190928-192415
gene4794		4736520	4736789	complete	NODE_8_length_247549_cov_9.773464:192443-192712
gene4795		4736805	4736963	complete	NODE_8_length_247549_cov_9.773464:192728-192886
gene4796		4737181	4737257	complete	NODE_8_length_247549_cov_9.773464:193104-193180
gene4797		4737430	4737585	complete	NODE_8_length_247549_cov_9.773464:193353-193508
gene4798		4737565	4738908	complete	NODE_8_length_247549_cov_9.773464:193488-194831
gene4802		4740642	4740890	complete	NODE_8_length_247549_cov_9.773464:196575-196823
gene4803		4741188	4741274	complete	NODE_8_length_247549_cov_9.773464:197121-197207
gene4804		4741284	4741613	complete	NODE_8_length_247549_cov_9.773464:197217-197546
gene4807		4744115	4746049	complete	NODE_8_length_247549_cov_9.773464:200053-201987
gene4808		4746149	4746778	complete	NODE_8_length_247549_cov_9.773464:202087-202716
gene4809		4746863	4747195	complete	NODE_8_length_247549_cov_9.773464:202801-203133
gene4810		4747348	4747824	complete	NODE_8_length_247549_cov_9.773464:203286-203762
gene4811		4748087	4749493	complete	NODE_8_length_247549_cov_9.773464:204025-205431
gene4812		4749545	4750723	complete	NODE_8_length_247549_cov_9.773464:205483-206661
gene4813		4750739	4751704	complete	NODE_8_length_247549_cov_9.773464:206677-207642
gene4814		4751798	4752055	complete	NODE_8_length_247549_cov_9.773464:207735-207992
gene4815		4752121	4752438	complete	NODE_8_length_247549_cov_9.773464:208058-208375
gene4816		4752648	4753619	complete	NODE_8_length_247549_cov_9.773464:208585-209556
gene4817		4753817	4754089	complete	NODE_8_length_247549_cov_9.773464:209753-210025
gene4818		4754145	4755404	complete	NODE_8_length_247549_cov_9.773464:210080-211339
gene4819		4755458	4755712	complete	NODE_8_length_247549_cov_9.773464:211393-211647
gene4820		4755849	4756139	complete	NODE_8_length_247549_cov_9.773464:211784-212074
gene4821		4756139	4756774	complete	NODE_8_length_247549_cov_9.773464:212074-212709
gene4822		4756793	4757344	complete	NODE_8_length_247549_cov_9.773464:212728-213279
gene4823		4757349	4758131	complete	NODE_8_length_247549_cov_9.773464:213284-214066
gene4824		4758139	4758987	complete	NODE_8_length_247549_cov_9.773464:214074-214922
gene4825		4759161	4760138	partial	NODE_8_length_247549_cov_9.773464:215096-215336
gene4843		4775014	4775904	partial	NODE_8_length_247549_cov_9.773464:231559-231833
gene4844		4776620	4781080	complete	NODE_8_length_247549_cov_9.773464:232549-237009
gene4845		4781090	4782508	complete	NODE_8_length_247549_cov_9.773464:237019-238437
gene4847		4783392	4783886	partial	NODE_8_length_247549_cov_9.773464:239318-239810
gene4848		4783890	4784528	complete	NODE_8_length_247549_cov_9.773464:239814-240452
gene4849		4784840	4785232	complete	NODE_8_length_247549_cov_9.773464:240764-241156
gene4850		4785248	4785676	complete	NODE_8_length_247549_cov_9.773464:241172-241600
gene4851		4785942	4787069	partial	NODE_8_length_247549_cov_9.773464:242246-242997
gene4852		4787260	4787658	complete	NODE_8_length_247549_cov_9.773464:243188-243586
gene4855		4790482	4791420	complete	NODE_33_length_41684_cov_11.359795:36707-35769
gene4856		4791835	4792305	complete	NODE_33_length_41684_cov_11.359795:35354-34884
gene4858		4793193	4793309	complete	NODE_33_length_41684_cov_11.359795:33998-33882
gene4909		4841279	4841393	complete	NODE_33_length_41684_cov_11.359795:354-240
gene4910		4841434	4841509	complete	NODE_33_length_41684_cov_11.359795:199-124
gene4911		4841523	4841637	partial	NODE_33_length_41684_cov_11.359795:110-5
gene4914		4846751	4847401	complete	NODE_36_length_26406_cov_12.551048:290-940
gene4915		4847377	4847634	complete	NODE_36_length_26406_cov_12.551048:916-1173
gene4916		4847631	4848449	complete	NODE_36_length_26406_cov_12.551048:1170-1988
gene4917		4848453	4849025	complete	NODE_36_length_26406_cov_12.551048:1992-2564
gene4918		4849030	4849572	complete	NODE_36_length_26406_cov_12.551048:2569-3111
gene4919		4849598	4850071	complete	NODE_36_length_26406_cov_12.551048:3137-3610
gene4920		4850043	4851167	complete	NODE_36_length_26406_cov_12.551048:3582-4706
gene4921		4851296	4851805	complete	NODE_36_length_26406_cov_12.551048:4835-5344
gene4922		4851820	4852767	complete	NODE_36_length_26406_cov_12.551048:5359-6306
gene4923		4852820	4854115	complete	NODE_36_length_26406_cov_12.551048:6359-7654
gene4924		4854129	4855505	complete	NODE_36_length_26406_cov_12.551048:7668-9044
gene4925		4855646	4856059	complete	NODE_36_length_26406_cov_12.551048:9185-9598
gene4926		4856331	4856756	complete	NODE_36_length_26406_cov_12.551048:9870-10295
gene4927		4856759	4857127	complete	NODE_36_length_26406_cov_12.551048:10298-10666
gene4928		4857236	4857622	complete	NODE_36_length_26406_cov_12.551048:10775-11161
gene4929		4857663	4858652	complete	NODE_36_length_26406_cov_12.551048:11202-12191
gene4930		4858678	4859298	complete	NODE_36_length_26406_cov_12.551048:12217-12837
gene4931		4859332	4859469	complete	NODE_36_length_26406_cov_12.551048:12871-13008
gene4932		4859738	4860094	complete	NODE_36_length_26406_cov_12.551048:13277-13633
gene4933		4860391	4861722	complete	NODE_36_length_26406_cov_12.551048:13930-15261
gene4934		4861730	4862164	complete	NODE_36_length_26406_cov_12.551048:15269-15703
gene4935		4862168	4862347	complete	NODE_36_length_26406_cov_12.551048:15707-15886
gene4936		4862351	4862854	complete	NODE_36_length_26406_cov_12.551048:15890-16393
gene4937		4862869	4863222	complete	NODE_36_length_26406_cov_12.551048:16408-16761
gene4938		4863232	4863765	complete	NODE_36_length_26406_cov_12.551048:16771-17304
gene4939		4863778	4864170	complete	NODE_36_length_26406_cov_12.551048:17317-17709
gene4940		4864204	4864509	complete	NODE_36_length_26406_cov_12.551048:17743-18048
gene4941		4864524	4865063	complete	NODE_36_length_26406_cov_12.551048:18063-18602
gene4942		4865078	4865392	complete	NODE_36_length_26406_cov_12.551048:18617-18931
gene4943		4865403	4865756	complete	NODE_36_length_26406_cov_12.551048:18942-19295
gene4944		4865940	4866194	complete	NODE_36_length_26406_cov_12.551048:19479-19733
gene4945		4866194	4866385	complete	NODE_36_length_26406_cov_12.551048:19733-19924
gene4946		4866385	4866795	complete	NODE_36_length_26406_cov_12.551048:19924-20334
gene4947		4866808	4867506	complete	NODE_36_length_26406_cov_12.551048:20347-21045
gene4948		4867524	4867856	complete	NODE_36_length_26406_cov_12.551048:21063-21395
gene4949		4867871	4868149	complete	NODE_36_length_26406_cov_12.551048:21410-21688
gene4950		4868166	4868987	complete	NODE_36_length_26406_cov_12.551048:21705-22526
gene4951		4869005	4869307	complete	NODE_36_length_26406_cov_12.551048:22544-22846
gene4952		4869304	4869909	complete	NODE_36_length_26406_cov_12.551048:22843-23448
gene4953		4869920	4870138	complete	NODE_36_length_26406_cov_12.551048:23459-23677
gene4954		4870148	4870540	complete	NODE_36_length_26406_cov_12.551048:23687-24079
gene4955		4870582	4870893	complete	NODE_36_length_26406_cov_12.551048:24121-24432
gene4956		4871277	4871762	complete	NODE_36_length_26406_cov_12.551048:24816-25301
gene4957		4871746	4872222	complete	NODE_36_length_26406_cov_12.551048:25285-25761
gene4958		4872296	4872490	complete	NODE_36_length_26406_cov_12.551048:25835-26029
gene4959		4872671	4873855	partial	NODE_36_length_26406_cov_12.551048:26210-26406,NODE_45_length_1025_cov_23.625835:1025-1,NODE_2_length_478638_cov_9.783182:478638-478425
gene4960		4873925	4876039	complete	NODE_2_length_478638_cov_9.783182:478355-476241
gene4961		4876136	4876606	complete	NODE_2_length_478638_cov_9.783182:476144-475674
gene4962		4876703	4877077	complete	NODE_2_length_478638_cov_9.783182:475577-475203
gene4963		4877202	4877429	complete	NODE_2_length_478638_cov_9.783182:475078-474851
gene4964		4877497	4877856	complete	NODE_2_length_478638_cov_9.783182:474783-474424
gene4965		4877856	4878242	complete	NODE_2_length_478638_cov_9.783182:474424-474038
gene4966		4878242	4878964	complete	NODE_2_length_478638_cov_9.783182:474038-473316
gene4967		4879133	4879963	complete	NODE_2_length_478638_cov_9.783182:473147-472317
gene4968		4880186	4880404	complete	NODE_2_length_478638_cov_9.783182:472094-471876
gene4969		4880463	4881050	partial	NODE_2_length_478638_cov_9.783182:471705-471221
gene4970		4881144	4881344	complete	NODE_2_length_478638_cov_9.783182:471127-470927
gene4971		4881356	4883146	complete	NODE_2_length_478638_cov_9.783182:470915-469125
gene4972		4883148	4883711	complete	NODE_2_length_478638_cov_9.783182:469123-468560
gene4973		4883885	4885789	complete	NODE_2_length_478638_cov_9.783182:468386-466482
gene4974		4885852	4886052	partial	NODE_2_length_478638_cov_9.783182:466328-466221
gene4975		4886056	4887015	complete	NODE_2_length_478638_cov_9.783182:466217-465258
gene4976		4887012	4887230	complete	NODE_2_length_478638_cov_9.783182:465261-465043
gene4977		4887267	4888136	complete	NODE_2_length_478638_cov_9.783182:465006-464137
gene4978		4888191	4888487	complete	NODE_2_length_478638_cov_9.783182:464081-463785
gene4979		4888902	4889534	complete	NODE_2_length_478638_cov_9.783182:463370-462738
gene4980		4889586	4891664	complete	NODE_2_length_478638_cov_9.783182:462686-460608
gene4981		4891654	4892874	complete	NODE_2_length_478638_cov_9.783182:460618-459398
gene4982		4892965	4893528	complete	NODE_2_length_478638_cov_9.783182:459307-458744
gene4983		4893561	4894163	complete	NODE_2_length_478638_cov_9.783182:458711-458109
gene4984		4894153	4894320	complete	NODE_2_length_478638_cov_9.783182:458119-457952
gene4985		4894427	4894996	complete	NODE_2_length_478638_cov_9.783182:457845-457276
